date,user_id,session_id,channel_grouping,campaign,source,medium,page_views,unique_page_views,avg_time_on_page,bounce_rate,transactions,transaction_revenue,conversion_rate
2023-06-06,18da9773-4d2b-4194-bc48-e05eac46fdde,8d9f9888-f29d-4ca1-b64f-f5ab5a72ad06,Organic Search,Launch Promo,(direct),none,1,2,196.7471986600223,0,0,0.0,0
2023-10-06,b4af3f64-1a7d-48ca-8cc7-9f1c82ed8f03,e8bfc0d7-f6ec-4961-9bbc-04426f22fb3e,Paid Search,New Year Deal,google,cpc,7,2,151.9266162659271,0,0,149.32655791896553,0
2023-11-24,f9e365d9-2061-4bb4-a1c9-3a27bc385d25,ee9cf36b-7148-402a-b483-fd89624ccc6f,Organic Search,Launch Promo,google_search,organic,2,3,210.75394132296324,0,2,191.09177562309281,0
2023-07-04,c676492d-cada-487c-b65d-2f1348d71952,380a2956-4b83-4c79-8c75-edce0b248e3f,Social,New Year Deal,facebook,social,8,4,300.0,0,0,292.55169917657497,0
2023-07-28,e6a82a85-1942-4f69-9946-602e09b672dd,0078a914-b82d-4314-80a3-3525a993960b,Referral,Black Friday,(direct),referral,6,1,170.44391504653234,0,1,169.74550337263756,0
2023-06-11,48ce7b00-d12f-4cb1-8c8a-5d02e2142948,779adeab-138d-4e2f-bbc3-79691ce60881,Paid Search,Summer Sale,google,cpc,6,2,246.1535783569404,0,0,0.0,0
2023-09-13,f4377e80-fff7-4dd4-825d-ca865567af62,80ac5a8f-1b55-49cb-8df6-4a58297d0d85,Paid Search,New Year Deal,google,cpc,6,2,160.4779593637084,0,0,0.0,0
2023-11-17,9f6e88d8-593d-47a8-a99d-21b9c5cd7516,cc0e05ca-da83-4898-ad3a-4d236496c687,CPC,(not set),direct,none,5,2,127.64964444078042,1,1,224.9209162288583,0
2023-09-03,41d8b359-5f15-465f-a18a-984e3de47e41,8c4db46e-746e-4248-83b2-559a764f538c,Paid Search,Black Friday,google,cpc,7,1,76.84532816222432,0,0,90.67561962101814,0
2023-03-03,a49852f1-4a3b-4af8-bd28-2f2aba761c0d,a38b7824-310e-44e4-bad8-ae75905784d2,Organic Search,New Year Deal,google_search,organic,3,2,188.40355459570617,1,2,24.88718490279544,0
2023-11-04,94c453d1-b3ae-44c3-b475-46ec44a9566e,f68321ae-7972-46ff-a755-7245b045d5f9,Direct,Launch Promo,direct,none,5,1,172.24927642588597,0,0,204.45514400717872,0
2023-01-31,ed6b538c-656a-4769-867a-9f18eafea5c6,5a82cb4e-db58-4ab1-80f8-0d652e4746c2,Paid Search,Launch Promo,google,cpc,6,2,61.66612684917378,0,1,0.0,0
2023-05-31,fab05c9f-1ff2-4a22-b309-55c3fe69ea25,885a1fc5-37f7-4f9e-8d1a-5fd628ad77ec,Referral,(not set),(direct),referral,6,3,162.66393115400763,0,0,1.5925683829293007,0
2023-01-05,bab85716-22a5-453c-aa65-6d10404e99ed,d29a9980-6d34-4530-bd6f-c49cb037920d,Paid Search,Summer Sale,google,cpc,1,2,221.94641256050858,0,1,364.05344530660886,0
2023-06-30,799cbe98-d42d-4d86-bca8-062638e9ce6c,35bda1b8-3962-430c-84b3-fa4222d375e3,Social,Launch Promo,facebook,social,3,1,43.754775769914104,0,1,244.97512306495258,1
2023-07-03,b8f43cb9-b98c-490e-9f45-16f9103b639b,8eb3296f-cc44-4c1d-9090-e9be550261a2,Organic Search,Launch Promo,google_search,organic,5,4,262.1979853267179,0,2,102.61858647610995,0
2023-07-27,ccd4b443-c4df-4236-8ab7-4b743b46188b,fd031e03-f1b2-4ce1-aacf-eb39821d1caf,CPC,Summer Sale,(direct),none,3,4,68.54743630200728,0,1,69.7988001913665,0
2023-05-31,849e05da-9703-4015-9b2f-ec03aba99ccb,fee22964-1cdb-44d1-b3fd-979dd693d94f,Organic Search,Black Friday,google_search,organic,9,2,164.7340219633529,0,0,357.0762691989997,0
2023-11-30,7f03acc2-cd40-4df5-a1da-ea451845e00f,d20f0741-8a23-4ef0-8b1d-0ad7340a3263,Organic Search,Black Friday,(direct),none,4,1,76.44908704507034,1,0,134.57492085335016,0
2023-06-06,6a129d8d-8013-419b-8927-a9d7993fd3b5,d6be958b-cebd-40d6-a346-80c78683c347,Paid Search,Holiday Special,google,cpc,4,3,159.31666768635105,1,2,0.0,0
2023-10-25,7b4efb67-a256-475b-82d1-f5eedfa61f01,50d27281-2dbf-4443-aef7-e6f23f50e990,Organic Search,New Year Deal,twitter,none,7,4,39.410393837663506,1,0,337.9091767366878,0
2023-11-05,9992b953-0ebd-47a5-a4ef-e2830f5fce74,19a088aa-c475-40bc-bf83-28f0c2b6669a,Social,Holiday Special,facebook,social,5,1,138.04115816909254,1,0,220.57449775475413,0
2023-10-11,0003fb04-3828-471c-8cde-449d27c446a6,804654bd-cce4-4643-aa20-7a57a5902549,Social,Launch Promo,facebook,social,4,4,150.75461410516016,0,2,0.0,0
2023-07-15,4cc8c09f-183d-41ef-ac0c-b9bf1d6b3825,48f14fa4-2ef5-4eb5-a8e5-d41783f756ee,Paid Search,New Year Deal,google,cpc,3,3,226.26478150740115,0,2,78.2471859221371,0
2023-06-30,18621986-6f8e-446d-a497-547a09d5243d,1bcc0adf-87aa-4883-8492-1dd580aa54de,Direct,Summer Sale,bing,none,5,3,117.32581827044812,1,0,0.0,0
2023-02-17,2f52646d-d4eb-416b-96c8-4dac9b8a7701,45469f2d-140d-4855-908a-b4433c840015,Paid Search,(not set),google,cpc,7,3,136.82034496339907,0,1,123.5770049393269,0
2023-06-03,b7e03fa4-6aa9-4234-b7c3-a3e4990fb20f,d70d2a93-db34-4d56-bbee-3eacaf70d5d8,Social,Holiday Special,twitter,social,6,4,205.64457519404016,1,1,201.50835776038986,0
2023-09-13,7362f44b-1c53-4ea4-84f5-8d138254c0e4,79c0f0e4-0fad-4a83-9366-907ef3d8f4e4,Social,(not set),facebook,social,3,3,22.345236271902422,1,1,23.429658019478723,0
2023-04-17,b03cc4b5-71d1-4798-bd56-096531acdbd8,90d29874-2732-4288-929e-db03c92defa1,Paid Search,Holiday Special,google,cpc,9,2,214.18775995681753,1,2,0.0,0
2023-12-11,6e2af026-0d8b-4d79-9382-df6d1cc764c2,2f942beb-586e-4760-974b-7acf618ad9f4,Referral,Black Friday,(direct),referral,1,3,155.63439717561684,0,0,202.54426718062314,0
2023-08-24,8860f9ad-be03-4cc9-b8cf-bf5f3cb934f4,47354858-cf09-48cf-a125-7ff16b4638ed,Organic Search,New Year Deal,google_search,organic,1,2,224.43992196864045,0,1,112.73069771928847,0
2023-09-10,fa6b3b45-9bf3-4938-beb0-36e1d1c9322b,7f2ae557-d0a5-4f9e-a274-32e7cdeb44c0,Organic Search,Holiday Special,bing,none,7,1,140.30364485009065,1,0,135.7856622572848,1
2023-12-20,2911f60c-b469-4ca8-8fb9-157bbe7d6f52,2786f946-7e43-4ac6-9f2a-4eebdad328b9,Referral,Black Friday,(direct),referral,5,3,159.845693731692,0,0,101.36854227404979,1
2023-03-24,4e593738-004f-4f37-82c9-627262062659,5f05cfb4-d1bd-4dd1-b71d-59e235f13bb0,Paid Search,Black Friday,google,cpc,3,2,219.8684641699282,0,1,211.08219554982696,0
2023-07-17,8891de5b-dc10-4f5d-8ccd-16cbb9a9853c,6faade6a-513e-4474-b4a6-39bace820a6a,Referral,Black Friday,(direct),referral,2,1,150.96176508103756,0,1,170.32263555037204,0
2023-06-19,7e544708-0e66-4372-bb4d-0069dd2bfc82,9c65d336-cebb-4c88-8258-1f5e49a1ab5a,Referral,(not set),(direct),referral,10,5,198.49466693924413,0,0,302.78406593304805,0
2023-02-06,f833d1aa-2752-4e07-8734-7d7ab9f69e44,93057de8-ed47-4e1a-95b8-66ff94b379a0,Organic Search,Holiday Special,bing,none,5,2,131.86331164362932,1,0,202.2450043294422,0
2023-04-13,ea634ad4-7804-4eb5-aff3-1bee9583c6cd,80e71911-dafa-402c-b2d2-1471c28ae829,Social,Holiday Special,facebook,none,6,1,143.1462631044731,1,0,259.6072398964344,0
2023-05-22,2f29b1e9-5543-4d46-b0bc-df57be5972e8,738b3d75-4255-4904-b754-cbea9c45cc1e,Paid Search,New Year Deal,google,cpc,5,5,123.65184862616341,1,1,0.0,0
2023-02-12,47284c64-c4e1-41a2-9b01-6ea4c998dacb,8c29f073-81e1-4ca9-abc7-2b895fd2902b,Paid Search,Holiday Special,google,cpc,6,4,59.059647311760784,1,2,203.42520189246136,0
2023-02-21,65ac6ebf-65c3-4cf2-bef4-cac7445d96a0,5b022471-c4d7-4934-b955-0f5f52e8df05,Organic Search,Launch Promo,google_search,organic,6,1,275.5924752783121,1,1,55.162481677001324,0
2023-08-27,c9b0b569-c1dc-4343-8e78-02129a7e4662,f9d07b5d-8156-445e-b631-b03b44cd24ea,Organic Search,Holiday Special,google_search,organic,6,3,75.19038277175001,0,1,157.84957939313705,0
2023-07-16,aab2f29c-06ba-4f0e-a2cc-675e1b1ab696,98de5e22-0277-49e5-b873-52612e6a1dc7,Paid Search,New Year Deal,bing,cpc,4,3,27.631251832234526,0,1,157.5937886762156,0
2023-02-20,e6e7aac4-ea8b-40eb-ac68-6b755530951f,fcc7a031-cfc9-4761-828d-41b868aa7a89,Social,Summer Sale,facebook,social,4,2,86.72159893012518,0,0,146.43571009912145,0
2023-04-21,ba28975b-254d-4545-8c18-0a7da3f499f5,620c2dd5-5d2e-46d0-8da6-344f35278b54,Organic Search,Black Friday,google_search,organic,1,1,69.43699841208978,0,0,256.82679365176915,0
2023-07-11,166e6152-7cb7-46eb-9d91-06e7b5afb6d2,ae01d099-fc2b-40f2-8312-8c37b9e47368,Referral,Holiday Special,(direct),referral,3,1,118.90538029134146,0,0,0.0,0
2023-08-05,8784c29a-af1d-4dde-9d0c-c37b840df37b,6b5994ca-2c24-4dfe-8e29-a5e762146718,Social,Holiday Special,direct,none,5,2,37.247018444788466,1,0,157.8025625637559,0
2023-06-12,affbeca8-892c-4408-868d-118b34cc33fe,f3e97dc7-2a02-457b-a491-b76cb7943c51,Referral,New Year Deal,twitter,none,7,3,172.7346374671393,1,1,85.25241818107384,0
2023-11-05,65e76170-7e0a-49f1-9e5d-ff01f4ddc737,d0009743-925b-4bac-92f0-a299e62800e9,Referral,New Year Deal,(direct),referral,6,2,300.0,1,1,228.43107012051874,0
2023-11-25,52ad33a8-8a36-4a4d-8392-66e3189cd447,1bcbb435-6799-4652-a0c6-377b9ca14b61,Referral,New Year Deal,(direct),referral,4,1,158.8789075377959,0,0,61.22135960414022,0
2023-07-19,ce052622-5b33-4e55-bbe5-aad55583b208,268560f7-9d28-4710-886e-5e6542ad8dcb,Organic Search,Holiday Special,facebook,none,1,2,225.2180236483473,0,0,331.057068960421,0
2023-09-04,6c719fdb-13ef-4776-a439-04368de793f3,309c43b9-4613-44d4-afd0-3c8f689bd6bb,Social,(not set),facebook,social,1,1,79.92793493426583,0,2,213.4174393650084,0
2023-05-26,09b443d6-67eb-4ad1-9e6a-f22d8f7e541a,93129690-17e9-4acb-ab64-e471850af9ae,Paid Search,Summer Sale,google,cpc,8,2,146.25421025176098,1,0,339.5892159069429,0
2023-04-12,44ada6db-7a9f-4e1e-bbdb-7c507f57e444,ac745da4-a42d-41f0-8b56-08188608485a,Social,Holiday Special,twitter,social,3,1,169.83033832195008,0,1,158.89243343703262,0
2023-03-19,2ce528d5-4ccb-4ffe-80cc-e8e5268ee54e,e6feb069-33f1-4e47-a9a1-c56e1b02b612,Social,Black Friday,facebook,social,3,1,289.99095821302114,0,1,269.8290153081787,1
2023-10-03,a79e9258-e09b-446f-8e67-e2978573f7ea,6cfda582-b960-4928-849f-ef5e9e7980e1,Organic Search,Summer Sale,google_search,organic,5,1,275.0295203503829,0,2,239.6462177553716,0
2023-09-12,a46ad710-de49-4906-8464-0802f2de63c1,b6cc02f9-5274-4781-8487-17da5fdafc82,Referral,Holiday Special,(direct),referral,1,2,274.40467333189207,1,1,67.17967305127202,0
2023-05-20,fdfbbfe0-b7a3-4718-b3a3-1b9796180302,6bdfb5a5-3b30-4502-9488-17911814e526,Social,Holiday Special,facebook,social,4,2,222.3803047995583,0,0,230.6108269772349,0
2023-09-07,9ba0f166-f827-4230-b762-6b47293472a9,8419899c-18b2-4b70-bc60-1f8f9e6ac3bd,Organic Search,Black Friday,google_search,organic,10,3,17.03042457434313,1,1,178.13100344707016,0
2023-02-11,3186ed84-2a07-4520-85d0-69b39ac7b4d1,21229f77-6581-4ab7-8004-ab98b8805d5c,Direct,New Year Deal,direct,none,6,1,141.344981313904,0,0,137.7687388880331,0
2023-01-01,70af689f-0d88-41ab-9ef4-5accc2b1e8d9,fafaa361-1bf5-4a18-93ab-948efdacb23b,Social,New Year Deal,twitter,social,5,3,106.08124449255382,0,0,25.26455669636104,0
2023-04-13,cf4d3b65-bfba-4c50-a191-fdf0524f2302,d17c04dd-d5ce-463d-8b77-df460e89eb2e,Paid Search,Summer Sale,google,cpc,1,1,185.24724453175716,0,0,166.07626437150662,0
2023-08-18,d0533f12-2ea9-4ae4-9959-a34a2ac34f9d,9b050e1c-3ddc-441b-883f-efc16b06a7ff,Organic Search,Launch Promo,google_search,organic,10,2,300.0,1,0,79.82307166045558,0
2023-10-06,7aba2bc3-473d-44c1-995c-73277b53dd6b,7a11207f-171a-4dc3-a333-5c768f1c6b3e,Social,Summer Sale,facebook,social,1,4,152.63691086903327,0,0,235.79193787203928,0
2023-06-16,428cd5ce-9a63-43c0-be54-7bd3a2252e50,c3ab6c1f-8643-49e3-86f3-4741921610ba,Referral,Holiday Special,(direct),referral,10,2,196.99305244039982,0,0,232.10504435987605,0
2023-07-21,071646b1-cf85-432f-9604-0aa30448e76e,6de7307c-76d4-43d0-b92f-3a25bb849d95,Referral,Summer Sale,(direct),referral,1,1,113.20000283290796,1,0,267.6902277907989,0
2023-05-21,aca70b1a-23e8-46af-b22c-b9aac6c39544,a28e783a-f343-4744-8269-df4fd3af3237,Social,New Year Deal,facebook,social,8,2,300.0,1,0,108.46439485304019,0
2023-08-13,8e92d901-692a-409e-8619-ac80c195bec6,9e3d8a4a-3b85-40ad-936c-7269be6816b7,Referral,New Year Deal,(direct),referral,9,4,113.18783564068895,1,0,105.34358808377183,0
2023-12-17,5fc39bf3-115b-4e8e-883b-f7503c5d3b0d,a08c17f9-9838-415f-a29e-8dc0dc59c429,Referral,(not set),(direct),referral,2,4,114.16330898713323,0,1,138.839656459477,0
2023-12-28,e66f28f7-eea3-467d-b4ee-e1950fb9e770,fe40b3f1-345f-40dd-8813-af2b63f24f1f,Paid Search,Holiday Special,bing,cpc,6,2,199.61274485999888,0,0,118.2299297807432,0
2023-10-04,3c3b214d-0dfe-490f-b5cc-2dff293403b4,69d3615a-69de-4386-8151-0d161de1090c,Social,(not set),facebook,social,6,5,100.08078362343096,0,0,38.514109366769816,0
2023-12-15,d986e027-b373-4fd2-bf0c-23714d453ce4,8ee6d52f-b71f-4e39-a20a-0f5b08a83e08,Referral,New Year Deal,(direct),referral,2,2,257.8937275271528,0,1,3.736428304750575,0
2023-04-18,22ddff8f-9f28-4e5d-8564-9dc6bfa546c6,5fa43668-88a4-4928-929a-7aa4863205eb,Referral,Holiday Special,(direct),referral,1,3,216.91784159044226,1,2,59.34929587224083,0
2023-06-07,61008887-c7f0-4edf-aa35-2f852f804272,29785b03-91bd-49ee-af7e-dfd464c81125,CPC,Black Friday,(direct),none,1,4,26.1549240897736,0,0,257.14415309040714,1
2023-04-26,7ea20375-24d1-4396-bb8b-405980f630d3,ae532580-e307-4d67-a4e2-291196b0aa83,Organic Search,Summer Sale,google_search,organic,6,3,115.0856332253648,1,0,0.0,0
2023-12-27,04d164c9-3dd1-4b57-a150-f046b8c41bd3,eb6f564a-2ebe-4c00-beb4-21acb8ddea43,Paid Search,New Year Deal,google,cpc,4,3,209.25291585766138,1,0,254.8448811271199,0
2023-07-14,a4d2c43b-8bb1-49cf-a519-4ff9da6f35e6,24968b0d-b43c-4a1d-a5df-48f47791b61e,Organic Search,Black Friday,google,none,3,3,218.747619210195,1,1,199.05888282437004,0
2023-12-25,a5657a85-0a97-4a8d-8049-785c5b3724c8,aacce914-6ae0-4d69-8422-c5c512fe7a77,Referral,Black Friday,(direct),referral,7,1,122.82642928523603,1,1,184.99272604898078,0
2023-12-23,aef360d0-6b1f-41e2-b076-ca0fdcd91eda,d65ac663-059e-45ba-a914-e35f037c5cef,Paid Search,Holiday Special,google,cpc,6,3,139.11100977227454,1,0,190.95729280636033,0
2023-04-10,802c0833-ca94-465d-a28e-bfda4b2964ab,97582dd7-d9a8-43d1-a0cd-ed53dfc61adf,Referral,Holiday Special,twitter,none,3,4,109.33507588544958,1,0,117.08486046717307,1
2023-01-09,625d382c-b9df-4479-a102-55c60329b3db,2125f99f-71f1-48a1-9b71-87cb23bb354d,Organic Search,Summer Sale,google_search,organic,1,2,93.03158751915812,1,0,92.32050047338677,0
2023-12-03,e692b9ce-1418-4243-96d1-3a29bf7b4134,b7e08531-fc2d-4e51-af7f-6d2341bfb960,Organic Search,(not set),google_search,organic,6,3,73.02809472694074,0,0,407.057749852872,0
2023-09-28,b6bc26b5-42ee-431c-b895-d34be138247c,1029ed7e-52bb-4347-b38a-cb61d593d33d,Paid Search,(not set),bing,cpc,3,2,91.21669521571782,0,0,99.90428791653376,0
2023-01-26,14296d29-96c8-4174-9c88-dd6486e10ce7,95a3a683-d965-4849-aa56-22bad4adcee0,Referral,Black Friday,(direct),referral,5,1,183.18659825553112,1,0,17.27851628907264,0
2023-04-18,4e14bb9e-7657-43ae-9e0b-d1a6bb00f4b8,74356d0b-2e1f-41df-a88c-56b8f48ba4a2,Referral,(not set),(direct),referral,9,2,65.63201261417613,0,2,418.6550909920663,0
2023-12-31,809101f1-b91e-4305-87a3-1bc76136ced9,966d676d-cf5c-486d-a2d3-a411e428c94a,Referral,(not set),(direct),referral,6,3,150.3401044962453,1,2,0.0,0
2023-01-17,e94b1530-f242-4b95-9c51-5ddec3ec435e,8ee5fad6-e1b3-491c-9269-b6834c6612bd,Social,New Year Deal,bing,none,2,4,261.77941710368975,0,1,321.6058011639015,1
2023-10-30,69ba9ce4-8bbd-4717-8cdf-a29904fc0198,a0c5a9ef-5635-48c2-88e4-4542e863f737,Social,Black Friday,facebook,social,5,4,203.13427207045157,0,0,383.86767413678405,0
2023-11-06,510e9d8b-fa60-4ad7-9f7b-ad546e0049a1,8ffa481b-f7ba-4394-a2eb-f6e20fef520b,Paid Search,Launch Promo,google,cpc,2,1,245.82663640001056,0,0,336.0614976340971,0
2023-10-06,153535fc-2337-41b0-8409-237763d2131a,3e779547-8ac7-4d70-a3c2-79f4492c58fb,Organic Search,Launch Promo,google_search,organic,9,1,153.7296080933745,1,1,282.7959724058502,1
2023-02-18,a0795759-caf7-4aaf-9067-b97127f938a5,9a617790-f790-4ccb-be9a-4719d072bb48,Referral,Holiday Special,(direct),referral,3,3,215.13581359812764,1,0,89.50086805277591,0
2023-08-04,937ded29-2e7f-439e-a21e-3d28dba2edeb,e182507b-c08b-4f15-a488-76521b30df9f,Referral,Summer Sale,(direct),referral,5,2,18.79885391669839,1,0,281.55772192632685,0
2023-05-30,281c12fc-949a-4662-8880-ca6a07fbdd8b,36becf1a-b68a-4e2d-b77d-732d1c692a22,Paid Search,Summer Sale,google,cpc,5,1,12.308559654876802,1,0,136.26024879651666,0
2023-07-11,90be15eb-58e8-428d-923b-1b4261c65351,c47c488f-e332-4f50-829c-7eefda0223ef,Organic Search,Holiday Special,google_search,organic,5,2,117.17176520103209,0,1,256.6963403513927,0
2023-11-25,3258eb3f-8c77-436a-a70b-e6676d5d2adc,76d43d70-8c69-4601-8c98-1475b3832184,Referral,New Year Deal,(direct),referral,1,3,57.25776441551352,1,1,28.394624641238593,1
2023-05-25,929191fb-766c-423c-886f-f62500741aac,02a81a41-b856-4ade-bd19-d8e8ad850356,Paid Search,Launch Promo,google,cpc,1,3,79.80021419999166,1,0,286.18935742413964,0
2023-09-23,01c2539a-cb54-4611-8e1e-e3d9af6d18b0,4a9db2ac-bda3-4f43-a253-5d393324acd6,Paid Search,Summer Sale,google,cpc,3,4,164.95279184380166,1,1,208.17934143446632,0
2023-02-28,ce293fa7-caa2-4bff-bdec-052559da235e,1b9b7d71-0099-4858-9d76-c23dd9aa834f,Social,Launch Promo,facebook,social,5,4,151.262080193412,1,0,178.70575230837053,0
2023-01-10,0832bc9e-f862-4da3-a828-fcee5a90f0ef,ae9c8bc2-3678-488e-8e35-ca2213cb5e50,Social,Launch Promo,facebook,social,4,4,56.91030367737373,0,2,132.80862337231184,0
2023-01-12,c144cc76-82ed-49ce-a6e8-bace303f55d8,4b92a9e4-4c04-42a6-98ee-38ec6841c92a,Organic Search,New Year Deal,google_search,organic,2,1,193.85495792723836,1,1,293.57122974568176,1
2023-04-23,af766da4-4fc3-4cad-aacb-550ef68d592f,c2cf23e2-fe57-4bfb-bba9-0c097309a5f2,Organic Search,(not set),facebook,none,1,2,169.66540567682364,0,1,29.498355041722547,0
2023-05-30,e3bfeeb4-3046-484f-8d15-befde21ed792,0ebd5dd5-0bc9-4db0-8405-11effb34cd52,Organic Search,Launch Promo,google_search,organic,4,2,122.63130830532877,1,1,271.28420574118286,1
2023-02-02,ba99ec7b-7f21-4193-9d81-5ca6c8f23d58,b18dd37d-a24f-4b58-8dbe-9d39d4f3bcf6,Direct,(not set),bing,none,3,1,100.34291543429921,0,1,107.58957747723915,0
2023-10-27,381ea436-4544-44d9-9bee-0d352fd11a52,78f3016e-bbd5-4136-bf37-d58c373258e7,Paid Search,Launch Promo,google,cpc,6,3,272.08851160106326,1,1,95.14380536817771,0
2023-11-27,46ec6cc4-170d-4035-97ad-438b3efaf3b5,f79fda65-5fcd-441d-bbea-619dcd3b401a,Referral,Launch Promo,(direct),referral,4,1,235.4643395493784,1,1,119.04492806522214,0
2023-04-10,e3ad6a67-06f9-431f-b90c-b4c096ce83a7,eb74630c-7815-4ada-92d4-656094a4d3bd,Referral,Summer Sale,(direct),referral,6,2,176.7602118684545,0,0,206.0481867394238,0
2023-08-08,570daa5a-b994-451f-8c8c-d54d359223f8,027c64df-b530-4800-b98a-3cacbdbad7ae,Social,(not set),bing,none,3,2,134.65883803412842,0,2,183.2274886311468,0
2023-08-18,e5be9f0c-49cc-4d50-9d9d-d87756d90d63,b3e4e8ba-dba7-4f56-927f-641a7d3387b2,Social,New Year Deal,facebook,social,4,1,182.9714994899258,0,0,226.03267741327332,0
2023-06-18,10987e60-2077-4086-819e-1171de9c8e38,9643af5f-9f67-4ba1-a870-14d4cb2345db,Social,New Year Deal,facebook,social,4,2,195.5778059116937,0,0,178.9427611756546,0
2023-09-03,e06a81ad-8b62-4168-ab2c-0dbdae3af77f,fe2ff2eb-ad0f-466e-b69a-27b17ea51989,Organic Search,New Year Deal,google_search,organic,3,2,44.95587825386106,0,0,223.7841196010221,0
2023-11-11,645d7e2a-8fc5-4055-907d-191cbe8ec755,3126c17c-68a6-40a0-ab8d-c326a88a939c,Referral,Holiday Special,(direct),referral,6,1,87.04961508938206,1,2,82.02111378785716,0
2023-07-27,df20b0f1-fa7c-4c3c-ba2f-b7f0acc66dd2,97818b49-6184-4138-9f59-824fea9886fb,Referral,Launch Promo,facebook,none,2,1,203.30116538857098,0,0,188.30411855524892,0
2023-12-14,eab38cb1-8784-41f5-bb53-38a82e04ed52,34940141-25d6-46e7-beb3-d803f7bcdd42,Social,Launch Promo,facebook,social,3,2,148.52938382423332,0,0,0.0,0
2023-10-22,9017b7c1-1a28-4f82-856b-66fee2cb02bd,266f8d87-82ca-42b0-9b27-a8d17a22960a,Social,New Year Deal,facebook,social,4,4,202.56700746392687,1,0,174.32982813083132,0
2023-06-05,4f1eef24-05bf-4dca-8886-3bfbbba95c9d,6d36a27f-11c3-4fc6-ba39-53ee50b1336e,Organic Search,Holiday Special,google_search,organic,1,3,110.80668469758908,0,0,0.0,0
2023-01-16,dbfc8f94-c2d2-45b4-bc3b-fe6defcbc02b,5b1828d6-d443-470e-a03c-323ede159b09,Referral,Holiday Special,(direct),referral,4,3,167.97180204013424,0,0,0.0,0
2023-01-25,33d61fda-7c23-4b07-b56b-599ee08e7ae4,5da7eec6-d42e-49c8-bb4c-021444bcc57a,Referral,Launch Promo,facebook,none,3,3,128.30050079151135,1,0,174.82098362948523,0
2023-03-17,9969eed2-0a0d-4e31-90b6-b69a06e7b79a,b2d03d56-d092-4420-a8c1-31655ff91c7e,Paid Search,New Year Deal,google,cpc,4,2,80.97952148619474,1,0,129.00735435017566,0
2023-06-20,7cd20670-911b-453f-96f6-903d2a53b0e4,f5674a7a-d354-4e8a-9a89-8fb9821a88a2,Referral,Launch Promo,twitter,none,4,2,133.4911704664655,1,0,145.52560207938012,0
2023-05-29,e177f8bb-601f-4e84-9ccc-b7cf56972cdc,1411907f-4c9d-4005-a234-22497cd66cc8,Social,Summer Sale,facebook,social,2,5,274.7163099280003,1,1,0.0,0
2023-06-02,0f53e1cf-1dfa-4a34-9644-85f680d531f3,8212ac1c-d463-41e0-b23f-af7728a98457,Social,Black Friday,facebook,social,4,1,157.40323085228974,0,0,258.5429947122422,0
2023-10-22,996b55eb-ff70-4997-9b4d-78388a005d85,8f47fb73-9877-4859-81df-47003fae1923,Paid Search,Holiday Special,google,cpc,8,4,106.36681355064829,0,0,98.70830129142877,0
2023-07-04,0bec0077-d4f1-414d-b3e3-d0efa6c61f84,e2456120-a41b-4184-8234-c4f748198fb0,Paid Search,(not set),google,cpc,4,2,189.33507986158935,1,1,264.3520078657074,0
2023-05-13,061f84b7-51cc-43db-9ad1-e6cc5838c95c,b3b7f1e6-79b7-42fe-b4cf-a168aab76163,Social,Black Friday,facebook,social,8,4,168.53092258746878,1,0,184.7120266792782,1
2023-10-10,8dc7bfdd-4f99-4139-9d7b-f19007ab8058,2869a423-e449-48f6-8c03-597f76acd2ca,Organic Search,Black Friday,twitter,none,5,2,10.0,1,0,370.8185592827432,0
2023-01-19,8fbaa655-8f0a-40ab-84da-27b5c11dedfe,aff663d8-90d8-45c5-8bca-5dd1db1116f7,Social,(not set),facebook,social,7,2,233.9911860661237,0,0,60.1532128555253,0
2023-01-02,8edea18d-187d-4485-8bf7-e0333e88e640,04bd2abd-fedd-450d-9f91-6f423b61b26e,Social,Launch Promo,facebook,social,3,5,129.82996208127318,0,1,161.317559941175,0
2023-04-17,ee65e42a-1205-42ec-b5c1-d40083aa36cf,612040c6-f6f7-4c70-8836-e9a26b41ee81,Social,Launch Promo,facebook,social,5,4,260.6038568137716,0,0,133.44585397672103,0
2023-12-05,436637ac-5df8-4e6f-85a4-c58b03aa3862,bf226e3d-30fc-4e24-9a23-f578272355cb,Organic Search,Holiday Special,google_search,organic,5,2,159.7819917453776,1,0,274.5723326784206,0
2023-10-21,ec5be244-0629-4431-afbe-8a4eb92c037d,37ad419f-da96-42b1-b5eb-7f8cc7a9d32f,Organic Search,Black Friday,google_search,organic,3,1,163.82556905918753,1,0,291.33638334474824,0
2023-08-05,80fc7a2d-2a1b-48e1-99d4-00628172c2e0,d7ce05b1-73bd-4218-bf74-b71747aef830,Organic Search,Black Friday,google_search,organic,2,2,164.13354376463136,1,2,228.15418833730223,0
2023-03-30,88f37376-9850-4bbb-89a4-adbec6b22f29,df79d88a-4e8f-4bc7-aebb-33d231ee2b93,Referral,New Year Deal,(direct),referral,1,1,140.59342855177613,0,1,84.64161346708428,0
2023-11-28,993863e5-c8b8-458a-a794-6c0999814883,5d4fa2dc-63d3-41a9-a916-c767ae99168c,Direct,Launch Promo,twitter,none,8,1,198.51439686271533,1,1,407.13532019871826,0
2023-10-04,2a8702ca-e708-4b16-b12a-39c080bf1306,c514b5ea-d8dc-46a5-8ec2-43e0e4e578c6,Referral,Holiday Special,(direct),none,2,4,216.86519121665827,1,2,0.0,0
